1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.04902007829634091,-0.9566132133203712,1,0,12,7,-0.2910826363654782,1,2,-0.2881005290905888,0,1,0.12339883894525305,-0.19539416052818473
2.2901494766554253,-0.06005052977584876,1,0,10,3,0.2441904436241031,1,1,0.7408299319472283,0,0,-0.791213147319016,-0.08785190801932144
-0.5808786732261065,-0.8561017017122409,1,0,10,3,-0.21632382631106742,1,0,-0.49388662129815225,0,0,0.5720764171126304,-0.03714436263203816
-0.30108576309717777,-0.6470377575673298,1,0,12,7,0.45650546417862975,1,1,0.535043839739665,1,0,-0.4633333786582403,-0.19483714582506687
-0.9446934782886476,0.1741412922710949,1,0,12,7,-0.15352642586536236,1,0,-0.49388662129815225,0,3,-0.34828784579481026,-0.19541336793174052
0.056007290370674444,-0.15252112045532865,1,0,9,7,0.08271141390657576,1,0,-0.49388662129815225,1,0,1.0322585485663507,-0.19541336793174052
0.14759115584831212,-0.7475492691754602,1,0,11,3,1.2788523747771483,1,0,-0.49388662129815225,1,0,-0.09518767349526408,5.813622834496886
-0.7136332672212138,1.3722385106400086,1,0,2,7,-0.6529152770288265,1,0,-0.49388662129815225,0,0,-0.5783789115216704,0.06369450603585473
1.933056423187573,-0.8561017017122409,2,2,8,3,0.5193028646243348,1,0,-0.49388662129815225,0,0,-0.0031512472045200253,-0.1351021207665627
0.9315154355789146,0.03141494578754985,2,2,12,7,0.2815698486513085,1,0,-0.49388662129815225,1,0,-0.7394426575304724,0.08155739134273862
-0.7842116589654484,-0.7897641040508749,1,0,1,3,-0.017465391566334695,0,0,-0.49388662129815225,1,0,-0.30226963264943824,-0.19541336793174052
-0.1254800026859278,-0.5877359657185329,1,0,1,3,0.631441079705951,1,0,-0.49388662129815225,0,0,0.45703088424920024,-0.15699856082016228
0.5744223821110623,0.24952492597719264,1,0,8,7,-0.365841446419889,1,0,-0.49388662129815225,1,0,-1.0385610429753906,-0.19541336793174052
1.400357609308471,0.25756584690584305,1,0,8,7,-0.6529152770288265,0,0,-0.49388662129815225,0,0,-1.0385610429753906,0.32126578771898684
1.2113083457078433,1.1541285304503655,1,0,10,7,0.8302995144506837,1,1,0.9466160241547917,1,0,-1.0385610429753906,-0.19541336793174052
0.44166778811595514,-0.06909656582058048,2,2,8,7,-0.5901178765831214,1,1,1.563974300777482,1,0,0.8021674828394905,-0.19541336793174052
-0.26579656722506045,-0.7807180680061432,1,0,9,7,-0.37780285602859476,1,1,0.12347165532453808,1,0,1.2393405077205248,-0.19541336793174052
-0.6859060418931219,0.22439704807516006,1,0,10,7,0.2830650248523967,1,1,1.563974300777482,0,0,-0.34828784579481026,-0.14835522922005717
-0.8052171326988514,-0.906357457516306,1,0,3,3,-0.4660182518927995,1,0,-0.49388662129815225,1,0,-1.0385610429753906,-0.19541336793174052
-1.0287153732222598,0.7691694409912266,1,0,2,3,-0.44060025647429985,1,1,0.9466160241547917,0,0,-0.4863424852309263,-0.19541336793174052
-0.5388677257593004,1.304895797862561,1,0,1,7,0.08271141390657576,1,1,3.004476946230426,0,0,0.11189428565891005,0.036612067022192066
-0.6859060418931219,-0.7555901901041105,1,0,1,7,-0.41518226105580014,1,0,-0.49388662129815225,0,3,0.6871219499760604,-0.19541336793174052
1.372630383980379,0.651570972409714,1,0,1,7,1.6900258300764077,1,1,0.7408299319472283,1,0,-1.0385610429753906,0.046599916871202414
-0.33553474001995853,1.9582206233154082,1,0,13,3,0.257647029433897,1,1,-0.2881005290905888,0,0,-0.34828784579481026,-0.19330055354060371
0.8197663153172103,0.350036437585323,1,0,10,7,-0.5153590665287107,1,1,0.12347165532453808,1,0,-0.20448092971552265,-0.19541336793174052
-1.3093485023005251,-0.8390147447388587,1,0,1,3,-0.21632382631106742,1,1,-0.08231443688302535,0,0,-0.4633333786582403,-0.19541336793174052
1.30961396278017,1.6566860884910173,1,0,6,0,0.8796403290865948,1,1,1.3581882085699186,1,0,-1.0385610429753906,-0.19541336793174052
2.1145437162441754,2.762312716180451,1,0,3,0,3.8206519166271153,1,1,3.004476946230426,1,0,-1.0385610429753906,-0.19541336793174052
2.18512210798841,0.7520824840178443,1,0,4,3,1.42836999488597,1,1,0.12347165532453808,0,0,-1.0385610429753906,-0.19541336793174052
0.8962262397067973,-0.7475492691754602,1,0,12,7,0.8302995144506837,1,1,0.7408299319472283,1,0,1.837577278610361,1.7253269876471717
-0.18177467229144817,2.0165173000481236,1,0,0,7,0.8422609240593895,1,1,0.535043839739665,1,0,-0.07217856692257807,-0.19541336793174052
0.8895044881121085,1.0114021839668204,1,0,13,3,1.7154438254949078,1,1,1.1524021163623552,0,0,-1.0385610429753906,-0.19541336793174052
1.5196687001142006,0.5681464177749658,1,0,6,0,1.6033056104132914,1,1,2.592904761815299,1,0,-1.0385610429753906,0.7649568098577156
0.44838953971064394,0.07362978066296458,1,0,4,7,0.8302995144506837,1,0,-0.49388662129815225,1,0,-1.0385610429753906,0.5728827742998244
-0.7422007114986423,1.2043842862544307,1,0,10,7,-0.5407770619472103,1,1,0.535043839739665,1,0,-1.0385610429753906,-0.08785190801932144
-0.30108576309717777,-0.6550786784959802,1,0,12,7,-0.06680620620224584,1,1,1.7697603929850454,1,0,1.457927020161042,-0.18869077668721435
-0.34981846215867274,-0.6379917215225981,1,0,2,3,-0.11614702083815696,1,1,1.975546485192609,1,0,2.3150162399935956,-0.05846458057896409
-0.706911515626525,1.4054073094706914,1,0,13,3,-0.5153590665287107,1,1,-0.08231443688302535,1,0,0.6871219499760604,-0.08958057433934247
-0.3078075146918666,-0.8390147447388587,2,2,2,7,-0.5901178765831214,1,1,-0.08231443688302535,0,0,0.45703088424920024,-0.09937635015279492
1.946499926376951,0.9360185502607226,1,0,5,2,3.645716301099794,1,1,1.7697603929850454,1,0,-0.8659927436802456,-0.13779115726437316
0.2316130507819244,0.8867679095727389,1,0,1,7,0.6807818943418621,1,1,1.975546485192609,1,0,-1.0385610429753906,-0.15296500607344657
-0.20950189761954008,2.0587321349235386,1,0,1,3,0.9304763199235943,1,1,1.7697603929850454,0,0,-1.0385610429753906,0.24309165524692514
-0.14648547641933088,-0.6721656354693624,1,0,12,3,-0.44060025647429985,1,1,-0.2881005290905888,0,0,0.3419853513857702,-0.1762059643759514
0.6861715023727666,1.8406221547338957,1,0,12,7,1.9143022602396402,1,1,0.7408299319472283,1,0,-0.6359016779533854,-0.19541336793174052
2.1011002130547975,4.672031436734927,2,2,1,7,7.857627659565298,1,1,7.737557067004386,0,0,-1.0385610429753906,-0.19253225739837215
1.9254944526435478,0.40029219338938815,1,0,1,3,0.12009081893378117,1,1,1.7697603929850454,1,0,-1.0385610429753906,-0.14086434183329943
0.8054825931784961,-0.5465262459591995,2,2,10,3,-0.6274972816103268,1,1,4.239193499475807,1,0,1.5787248296676433,0.041990140017813024
0.04256378718129676,-0.06005052977584876,1,0,2,3,1.1412961642770327,1,1,0.12347165532453808,0,0,0.750396993050947,-0.13779115726437316
0.8474935406453024,-0.6470377575673298,1,0,6,0,0.38174665412421893,0,0,-0.49388662129815225,0,0,0.2039307119496541,-0.19541336793174052
-0.6296113722876016,-0.8229329028815578,1,0,1,7,-0.6155358720016211,0,0,-0.49388662129815225,0,0,-0.4633333786582403,-0.19541336793174052
-0.4758513045590912,-0.8561017017122409,1,0,1,3,-0.4032208514470944,1,0,-0.49388662129815225,1,0,1.7858067888218174,-0.19541336793174052
-0.4548458308256881,-0.7555901901041105,1,0,10,7,-0.14156501625665663,1,0,-0.49388662129815225,1,0,0.5720764171126304,-0.19541336793174052
0.5046842093161643,-0.5465262459591995,1,0,12,7,-0.6529152770288265,1,0,-0.49388662129815225,1,0,1.2623496142932107,0.9186160383040287
0.29462947198213363,-0.45405565527971964,1,0,12,7,-0.6648766866375322,1,0,-0.49388662129815225,1,0,0.33623307474259867,-0.15699856082016228
0.23833480237661325,-0.3535441436715893,1,0,2,3,1.5524696195762921,1,0,-0.49388662129815225,1,0,-1.0385610429753906,-0.19541336793174052
-0.6791842902984331,1.3802794315686588,2,2,12,7,-0.41518226105580014,1,0,-0.49388662129815225,1,0,-0.11819678006795009,-0.13779115726437316
-0.6926277934878107,-0.9566132133203712,1,0,2,7,-0.6394586912190325,1,0,-0.49388662129815225,0,0,-1.0385610429753906,-0.19541336793174052
1.0852755033074248,-0.8561017017122409,1,0,6,3,0.8302995144506837,1,0,-0.49388662129815225,1,0,0.8021674828394905,-0.19541336793174052
